Name,Team,Minutes,Primary Position,Secondary Position,Nationality,Age,All Goals,xG,Shooting%,Assists,xG Assisted,Key Passes,Dribbles,Successful Dribbles,Dribble%,Dispossessed,Turnovers,Clearances,Aggressive Actions,Defensive Regains,Ball Recoveries,Tack&Int,Aerial Win%,Errors,Pressures,Counterpressures,Counterpress Regains,Passing%,Deep Progressions,Carry%,OP F3 Passes,Touches In Box,Successful Box Cross%,Crossing%
Renny Smith,Farnborough,909,Left Defensive Midfielder,Right Defensive Midfielder,Austria,29,0,55,0,0,23,38,27,27,53,46,72,79,77,95,99,73,52,100,77,97,100,5,51,56,38,35,40,25
Rhys Forster,Enfield Town FC,1603,Goalkeeper,,England,27,0,0,0,0,21,23,15,22,100,100,93,6,5,93,22,0,0,100,5,6,0,0,58,92,11,0,100,0
Rhys Murphy,Horsham FC,1055,Centre Forward,Left Centre Forward,Republic of Ireland,35,90,96,66,63,85,69,52,57,62,19,20,31,17,45,4,10,19,100,44,66,98,52,14,22,49,91,40,95
Ricky Aguair,Horsham FC,908,Left Defensive Midfielder,Centre Attacking Midfielder,England,25,79,66,88,0,43,57,38,34,29,28,42,42,51,68,56,15,36,5,58,62,98,24,47,44,43,59,56,14
Ricky Holmes,Chelmsford City,1478,Right Defensive Midfielder,Left Defensive Midfielder,England,38,0,51,17,54,75,88,44,55,82,37,52,63,42,71,89,39,61,100,49,74,98,1,73,50,55,46,61,45
Ricky Korboa,Tonbridge Angels FC,1171,Left Wing,Left Wing Back,England,29,82,78,32,97,82,60,71,71,41,24,28,60,39,66,96,38,22,100,61,59,86,10,50,33,59,64,71,58
Riley Court,Maidstone United,1445,Right Defensive Midfielder,Centre Attacking Midfielder,England,20,68,66,94,55,71,81,36,28,11,4,38,46,75,98,99,71,25,100,91,99,100,3,61,30,65,61,72,17
Rolando Onu,Dover Athletic,404,Centre Forward,Right Centre Forward,England,24,81,70,94,0,68,74,41,51,82,14,24,12,8,66,18,7,9,100,70,98,99,0,14,5,29,73,100,93
Roman Charles-Cook,Dover Athletic,2572,Right Back,Left Back,England,22,0,15,37,58,38,46,42,42,46,28,54,80,42,94,94,58,69,100,68,75,99,0,49,30,27,19,43,27
Ronan Silva,Hampton & Richmond,1569,Centre Forward,Right Centre Forward,England,26,75,72,54,0,35,46,73,83,76,3,25,22,81,98,43,29,10,100,96,99,100,6,33,21,44,73,52,15
Ronny Nelson,Ebbsfleet United,1446,Left Centre Back,,England,22,68,52,37,0,19,9,24,19,13,100,82,87,12,80,90,54,78,100,14,30,98,39,75,90,48,63,34,95
Ruaridh Donaldson,Enfield Town FC,1067,Left Centre Back,Centre Attacking Midfielder,Scotland,32,0,54,42,0,35,29,9,11,100,71,72,95,27,79,99,56,90,100,23,36,94,3,42,71,27,44,28,82
Ruben Okemute Shakpoke,Slough Town FC,800,Left Centre Forward,Centre Forward,England,22,97,86,96,0,50,63,46,51,70,22,3,46,11,13,3,8,43,100,33,55,94,1,11,1,37,83,100,0
Ruben Soares Junior,Dover Athletic,1176,Centre Forward,Left Wing,Portugal,26,97,86,88,60,59,50,50,52,53,24,17,60,14,32,9,10,66,100,43,63,95,1,7,14,49,90,40,11
Ryan Bartley,Maidenhead United,1583,Right Back,Left Wing Back,England,22,0,21,70,0,22,30,42,38,29,40,67,77,25,82,99,51,73,100,29,45,99,15,90,63,67,29,30,22
Ryan Gosney,AFC Totton,1203,Goalkeeper,,England,34,0,0,0,0,13,17,0,0,0,100,89,7,0,86,6,0,0,9,0,0,0,5,50,89,8,0,100,0
Ryan Hanson,Dover Athletic,1120,Right Defensive Midfielder,Right Centre Midfielder,England,25,74,34,97,61,24,42,16,11,5,76,67,64,40,87,95,32,92,100,53,78,99,3,39,67,41,42,100,0
Ryan Huke,Farnborough,942,Centre Attacking Midfielder,Left Centre Midfielder,England,21,78,84,39,88,95,71,62,51,14,6,24,26,38,88,87,26,5,100,71,96,100,6,44,30,51,73,16,53
Ryan Jackson,AFC Totton,1282,Right Back,Right Wing Back,England,35,0,18,77,58,53,67,52,49,34,46,51,53,20,72,65,32,56,100,33,50,92,12,48,55,64,44,19,45
Ryan Sandford,Eastbourne Borough,1602,Goalkeeper,,England,27,0,0,0,0,0,0,0,0,0,92,93,6,5,61,10,0,0,100,2,0,0,1,12,88,6,8,0,0
S.Adenola,Hemel Hempstead Town,2291,Right Back,Left Back,England,23,56,50,25,61,72,54,45,51,71,67,65,90,11,52,99,44,67,21,24,50,98,6,80,65,60,50,17,42
S.Youngs,Enfield Town FC,2146,Centre Attacking Midfielder,Right Centre Forward,England,35,80,88,74,47,47,29,28,32,73,24,24,46,46,72,44,29,51,100,73,91,99,2,23,15,40,93,50,82
Sam Avery,Weston-super-Mare AFC,1495,Left Centre Back,Right Centre Back,England,37,50,48,94,0,9,9,16,23,100,84,88,98,15,74,96,43,85,13,17,16,94,25,15,86,11,18,0,0
Sam Barratt,Maidenhead United,576,Left Midfielder,Left Centre Forward,England,30,95,90,38,82,93,79,48,39,13,25,30,59,57,97,52,52,39,100,85,98,99,0,54,51,62,77,57,15
Sam Beard,Worthing FC,1054,Left Centre Back,Left Back,England,28,58,68,65,85,86,49,40,36,29,45,58,77,45,93,89,77,61,100,35,76,99,71,83,71,77,59,52,38
Sam Corne,Maidstone United,1955,Right Defensive Midfielder,Left Defensive Midfielder,England,29,60,44,72,0,43,44,18,12,5,59,74,60,40,87,99,70,61,18,48,84,100,17,80,67,73,37,54,75
Sam Deadfield,Hampton & Richmond,1675,Left Defensive Midfielder,Centre Attacking Midfielder,England,29,0,48,29,51,63,69,26,29,70,43,59,58,49,90,99,53,56,100,70,95,100,10,46,63,53,53,62,38
Sam Dreyer,Torquay United,2814,Left Centre Back,Centre Back,England,21,52,41,39,55,73,35,11,10,29,83,90,99,12,88,99,25,97,12,18,27,87,40,31,89,19,45,100,0
Sam Folarin,Chelmsford City,687,Right Wing,Left Wing Back,England,19,85,66,97,77,91,96,37,42,70,12,32,30,64,94,46,47,50,100,74,97,100,8,50,24,55,63,6,81
Sam Graham,Dagenham & Redbridge,2449,Right Centre Back,Centre Back,England,25,0,43,42,59,29,27,0,0,0,88,91,97,19,80,99,32,94,22,18,35,94,6,26,83,15,50,12,69
Sam Howes,Dagenham & Redbridge,1981,Goalkeeper,,England,28,0,0,0,0,0,0,0,0,0,100,93,0,2,66,5,0,0,18,0,0,0,9,19,100,7,0,0,0
Sam Packham,Worthing FC,2489,Left Defensive Midfielder,Centre Defensive Midfielder,England,24,41,14,55,96,82,88,21,24,74,42,63,44,42,87,98,38,56,22,43,84,99,57,82,69,79,21,34,80
Samson Esan,Chesham United FC,1324,Right Attacking Midfielder,Left Attacking Midfielder,England,27,0,50,46,89,65,76,83,86,53,2,19,43,40,94,75,53,41,100,70,94,100,25,54,25,77,64,70,74
Samuel Kuffour,AFC Hornchurch,540,Right Centre Back,Left Back,England,22,0,11,0,84,65,48,27,29,70,68,75,90,23,52,90,62,77,100,22,25,83,9,36,100,26,23,34,17
Samuel Oguntayo,Maidstone United,328,Left Back,Left Wing,Republic of Ireland,23,0,17,0,95,37,41,18,0,0,41,51,63,28,95,98,98,28,100,53,58,98,10,92,55,87,19,56,14
Samuel Pearson,Weston-super-Mare AFC,765,Left Midfielder,Right Wing,Wales,24,98,89,84,74,58,58,59,66,70,2,19,12,21,61,25,19,4,100,62,92,99,22,43,16,63,94,100,58
Saul Kader,Hampton & Richmond,780,Left Centre Forward,Left Wing,England,22,0,77,55,73,59,64,38,22,3,49,37,8,58,84,26,17,3,100,93,98,100,5,5,19,32,74,28,74
Scott Davies,Slough Town FC,1010,Centre Back,Right Centre Back,England,39,0,19,0,0,46,35,28,43,100,100,77,89,8,47,98,33,93,100,7,8,63,3,72,78,23,11,100,58
Scott Myles Davies,Slough Town FC,993,Centre Back,Right Centre Back,Republic of Ireland,38,60,28,11,0,8,12,32,49,100,74,84,83,16,75,99,33,93,6,8,11,78,16,86,78,23,11,100,0
Scott Rendell,AFC Totton,1617,Centre Attacking Midfielder,Centre Forward,England,39,81,71,49,0,48,48,15,13,29,65,61,56,17,26,45,15,38,15,30,78,98,9,26,52,44,78,68,25
Scott Wagstaff,Tonbridge Angels FC,1203,Left Defensive Midfielder,Right Defensive Midfielder,England,36,55,58,29,81,72,49,30,27,29,60,77,71,61,86,93,40,78,100,53,83,99,17,29,76,45,42,12,69
Scott Wilson,Weston-super-Mare AFC,470,Left Centre Forward,Right Wing,England,33,78,92,77,88,98,42,44,19,1,48,21,51,15,77,32,21,1,100,49,78,99,2,11,23,28,74,3,93
Scott Wilson,Bath City,649,Centre Forward,Left Centre Forward,England,33,70,76,95,0,0,0,39,44,70,10,23,26,60,60,3,11,4,100,92,90,99,0,3,8,20,78,100,0
Sean Shields,Tonbridge Angels FC,303,Right Centre Midfielder,Centre Forward,Northern Ireland,34,99,59,94,0,52,44,41,46,70,12,42,0,47,92,23,21,0,100,81,100,100,15,73,45,57,81,50,15
Seb Stacey,Worthing FC,995,Goalkeeper,,England,20,0,0,0,0,22,12,0,0,0,100,100,0,4,88,12,0,0,1,5,0,0,44,3,100,5,7,0,0
Shamir Fenelon,Horsham FC,1185,Centre Forward,Right Wing,Republic of Ireland,31,82,90,89,82,65,49,31,27,29,22,31,52,25,48,22,27,7,100,52,60,96,14,14,23,39,81,100,79
Shiloh Remy,Worthing FC,364,Left Wing,Left Midfielder,England,25,0,97,42,0,80,68,77,67,15,21,15,0,11,85,23,20,0,100,43,98,100,46,44,53,90,76,61,14
Shiloh Remy,Chelmsford City,747,Right Midfielder,Right Wing,England,25,83,87,55,0,38,44,71,71,42,9,36,41,36,89,39,11,0,100,74,94,100,14,49,39,71,73,28,26
Siju Odelusi,Dover Athletic,567,Right Defensive Midfielder,Left Centre Midfielder,England,27,0,54,14,0,55,74,44,39,29,48,40,63,46,72,92,42,33,100,65,95,99,13,40,30,37,72,100,0
Solomon Wanjau Smith,Chippenham Town,1384,Centre Forward,Left Centre Forward,England,27,52,71,89,77,72,76,64,64,41,18,29,42,19,86,19,19,12,100,56,89,99,6,34,25,36,80,34,80
Sonnie Davis,Chelmsford City,398,Right Wing Back,Right Back,England,21,0,69,94,0,56,63,42,52,82,40,58,76,63,94,97,82,70,100,69,67,99,19,80,54,43,23,34,45
Sonny Blu-Lo Everton,Torquay United,1919,Left Defensive Midfielder,Right Defensive Midfielder,Scotland,23,45,52,68,66,87,89,34,35,53,42,66,62,14,78,90,25,19,100,26,55,99,54,51,67,83,65,67,26
Sonny Fish,Torquay United,331,Centre Forward,Centre Attacking Midfielder,England,22,0,56,94,0,48,83,71,59,13,1,11,25,25,92,3,33,2,100,52,64,99,52,19,1,72,92,100,93
Stanley Leech,Dagenham & Redbridge,535,Centre Forward,Left Centre Forward,,,96,94,53,84,56,69,13,17,100,38,38,43,7,5,3,7,38,100,25,36,98,0,11,22,33,99,100,93
Steve Brown,Chesham United FC,315,Right Centre Back,Centre Back,England,37,0,0,0,0,16,27,18,26,100,100,100,92,7,96,83,30,56,100,27,46,98,61,21,100,23,70,0,0
T'Sharne Gallimore,Enfield Town FC,2093,Centre Defensive Midfielder,Right Defensive Midfielder,British Virgin Islands,25,44,23,30,48,24,34,40,36,29,53,58,60,82,99,99,91,52,19,91,99,100,8,26,44,24,12,64,38
T.Byron,Worthing FC,1576,Left Back,Left Centre Back,England,24,65,36,99,92,69,60,80,89,79,3,50,78,21,94,99,67,48,14,27,73,99,23,68,45,54,52,17,83
Tarik Gidaree,Slough Town FC,1002,Right Wing Back,Left Wing Back,England,23,59,61,20,0,26,31,62,71,75,35,46,64,14,76,75,43,36,1,29,59,98,18,46,37,35,65,0,52
Taylor Clark,Chelmsford City,1128,Left Defensive Midfielder,Right Defensive Midfielder,England,21,56,54,21,0,44,57,57,58,48,10,46,71,57,87,97,58,26,100,66,85,99,27,47,27,66,62,28,58
Taylor Foran,Maidstone United,1144,Right Centre Back,Centre Back,England,22,0,47,81,0,33,18,9,11,100,85,89,99,7,34,98,17,98,100,7,13,92,6,30,79,15,50,28,93
Taylor Foran,Salisbury,481,Right Back,Right Centre Back,England,22,0,20,94,0,6,20,29,19,5,48,79,80,13,88,59,58,77,100,21,47,98,26,35,76,24,26,50,38
Tayt Trusty,Eastbourne Borough,2812,Left Centre Back,Left Defensive Midfielder,Cyprus,22,0,33,16,0,26,28,26,35,90,55,71,82,63,94,100,68,80,100,64,80,99,14,68,60,39,22,52,20
Teddy Collis,Farnborough,360,Right Wing,Left Midfielder,England,21,84,55,97,99,93,91,85,84,38,36,4,13,31,27,38,66,19,100,42,81,83,1,13,15,38,91,100,14
Teddy Jenks,Worthing FC,1769,Left Centre Midfielder,Left Attacking Midfielder,England,24,84,88,62,89,93,78,54,57,53,11,31,28,39,92,83,25,12,100,65,93,100,41,83,38,85,84,100,52
Teddy Tarbotton,Farnborough,1068,Right Defensive Midfielder,Right Centre Midfielder,England,18,0,15,97,0,30,43,39,35,29,32,50,63,92,99,94,94,50,100,94,97,100,49,36,39,31,20,40,58
Temi Babalola,Worthing FC,681,Right Centre Forward,Left Centre Forward,England,25,92,97,41,95,84,57,28,25,29,2,3,44,23,35,12,12,66,100,47,92,99,22,14,5,73,99,100,94
Teo Kurtaran,Maidstone United,326,Right Defensive Midfielder,Centre Attacking Midfielder,England,24,86,45,55,0,20,26,49,60,82,23,58,67,96,99,85,88,41,100,96,99,100,25,56,62,51,28,100,0
Thomas James Everton Bramble,Maidstone United,2398,Left Defensive Midfielder,Right Defensive Midfielder,Antigua and Barbuda,25,65,66,63,0,32,42,20,25,84,51,75,74,48,85,99,50,71,100,40,77,99,10,60,67,51,49,36,70
Timothée Dieng,Dagenham & Redbridge,1600,Right Centre Midfielder,Right Defensive Midfielder,France,34,75,69,42,53,43,35,18,17,53,68,66,69,31,71,97,32,66,15,44,57,96,29,30,63,50,69,43,17
Tobi Omole,Tonbridge Angels FC,805,Left Centre Back,Left Back,England,26,0,61,100,0,19,29,25,30,82,81,77,84,9,61,80,18,42,100,9,20,98,38,51,84,24,27,28,58
Toby Bower,Farnborough,2312,Left Back,Left Wing Back,England,21,42,40,66,82,74,65,36,28,12,60,62,75,43,86,74,79,47,100,47,42,96,2,69,64,60,29,28,40
Toby Edser,Ebbsfleet United,1676,Left Defensive Midfielder,Right Defensive Midfielder,England,27,74,63,37,83,81,80,44,56,84,45,55,59,62,94,92,32,64,100,64,91,99,60,76,64,87,72,34,79
Tom Dallison,Ebbsfleet United,1022,Left Centre Back,Centre Back,England,30,59,65,10,0,20,19,28,31,70,74,70,95,20,66,93,27,97,100,16,14,46,13,70,71,29,67,56,100
Tom Davies,Salisbury,1993,Right Centre Back,Left Centre Back,England,34,45,59,42,0,40,31,15,22,100,76,92,99,10,54,99,34,97,100,8,14,64,42,56,92,25,61,65,93
Tom Harrison,Chippenham Town,530,Left Centre Back,Right Centre Back,England,25,0,0,0,0,82,49,0,0,0,67,100,96,6,7,89,19,71,100,7,15,26,56,28,78,26,17,100,0
Tom Leahy,Tonbridge Angels FC,1143,Right Wing,Centre Attacking Midfielder,England,22,92,84,96,83,63,51,34,33,40,35,19,29,42,83,24,26,13,100,80,92,100,2,18,22,40,86,28,25
Tom Mehew,Chippenham Town,2466,Left Defensive Midfielder,Right Defensive Midfielder,England,25,0,59,42,45,70,65,68,67,42,40,42,38,54,93,99,65,42,100,54,88,99,49,96,61,86,58,72,84
Tom Owen-Evans,Chippenham Town,1833,Right Midfielder,Left Midfielder,England,29,83,77,84,50,85,78,51,49,36,44,36,33,31,63,33,24,29,17,56,86,99,38,33,33,52,80,36,87
Tom Wraight,AFC Hornchurch,2340,Left Defensive Midfielder,Left Centre Midfielder,England,31,73,70,27,60,84,77,28,30,62,52,67,66,40,82,99,47,88,100,37,80,99,3,51,58,47,57,63,42
Tommy Buckwell-Willard,Salisbury,1182,Centre Attacking Midfielder,Left Attacking Midfielder,England,25,82,81,51,60,66,90,64,52,13,5,30,15,17,50,20,12,4,100,43,87,99,28,33,24,55,82,32,80
Tommy Wood,Enfield Town FC,656,Right Centre Forward,Left Centre Forward,England,27,70,90,84,0,49,79,0,0,0,31,24,52,10,25,8,17,31,100,31,61,98,0,10,3,23,85,100,58
Tommy-Lee Higgs,Salisbury,399,Centre Forward,Centre Attacking Midfielder,England,21,81,92,9,0,64,35,15,22,100,50,38,39,59,90,12,12,3,100,81,82,99,6,14,26,29,89,100,0
Tony Craig,Dorking Wanderers FC,1118,Left Centre Back,Centre Back,England,41,0,33,55,0,14,18,9,0,0,90,89,98,10,64,99,35,93,8,9,8,41,53,15,93,11,39,100,38
Tony Lee,AFC Totton,2167,Centre Forward,Right Centre Forward,England,30,96,97,82,84,69,56,34,29,19,30,34,52,12,45,10,9,41,100,38,73,96,0,10,7,24,93,71,12
Trae Cook-Appiah,Hemel Hempstead Town,554,Centre Forward,Left Centre Forward,England,25,74,75,66,97,52,47,50,67,90,3,7,0,26,71,2,13,2,100,77,98,99,2,7,3,22,85,0,38
Trent Reagen Mahorn Rendall,Dagenham & Redbridge,1063,Right Centre Back,Right Back,England,24,58,28,97,0,25,29,33,30,29,45,70,87,30,87,87,54,88,7,39,47,97,2,51,45,27,44,43,14
Tyler Cordner,AFC Totton,2306,Left Centre Back,Right Centre Back,England,27,42,51,63,60,41,36,29,28,45,69,74,90,9,58,99,32,87,9,12,15,75,44,48,73,26,55,43,25
Tyrese Dyce,Slough Town FC,1270,Left Centre Back,Left Back,England,25,71,64,94,0,29,26,40,45,70,58,67,97,47,96,99,51,84,2,35,51,99,8,60,63,33,42,3,45
Tyrique Clarke,Slough Town FC,2179,Left Defensive Midfielder,Right Defensive Midfielder,England,24,0,56,17,84,58,63,57,62,61,37,47,44,75,99,92,78,13,100,83,97,100,27,57,48,55,52,19,93
Victor Akinwale,Eastbourne Borough,317,Right Midfielder,Left Midfielder,England,21,0,72,84,0,38,26,0,0,0,21,29,14,19,12,32,0,19,100,50,32,50,0,6,5,23,73,100,0
W.Makowski,Slough Town FC,1831,Centre Forward,Right Centre Forward,Poland,23,94,91,89,99,84,76,37,33,29,28,23,5,14,19,4,9,10,100,48,69,86,10,11,11,32,84,100,38
Will Armitage,Eastbourne Borough,390,Right Centre Back,Left Centre Back,England,21,0,44,0,0,0,0,16,0,0,59,76,79,54,97,99,47,93,100,55,57,99,39,31,79,22,47,100,0
Will Buse,Salisbury,2899,Goalkeeper,,England,24,0,10,0,0,8,6,0,0,0,100,100,6,0,82,14,0,100,100,2,0,0,2,23,94,7,7,100,0
Will De Havilland,Maidenhead United,2145,Right Centre Back,Centre Back,England,31,75,66,96,0,16,7,13,14,82,77,83,96,22,90,99,48,93,100,18,32,98,15,29,76,18,66,100,13
Will Greenidge,AFC Hornchurch,776,Left Back,Left Wing Back,England,24,66,71,14,0,52,36,67,59,19,20,37,65,20,62,95,75,56,100,24,39,89,12,62,28,43,47,40,58
Will Henry,Chippenham Town,2790,Goalkeeper,,England,27,0,0,0,0,0,0,6,7,100,100,100,0,2,90,17,0,0,6,2,6,9,5,22,100,7,0,0,0
Will King,Chippenham Town,1277,Left Back,Left Centre Back,England,23,0,13,94,0,32,34,37,44,78,65,66,66,28,81,74,43,38,2,32,56,99,27,87,73,74,34,40,38
William Jenkins-Davies,Bath City,2006,Right Midfielder,Right Wing,Wales,21,88,73,46,86,89,85,57,57,43,12,36,47,76,94,76,30,17,100,90,99,100,0,15,24,41,71,43,72
William John Dawes,Weston-super-Mare AFC,1211,Right Midfielder,Centre Attacking Midfielder,England,25,72,79,39,91,92,84,73,78,59,8,27,34,85,98,84,84,18,100,95,99,100,3,55,32,69,73,15,25
Woody Williamson,Eastbourne Borough,891,Goalkeeper,,Scotland,19,0,0,0,0,0,0,14,20,100,100,100,0,0,94,12,0,0,100,0,0,0,2,15,91,6,0,100,0
Xavier Benjamin,Enfield Town FC,2666,Right Centre Back,Right Back,England,22,0,10,0,44,25,16,20,25,87,72,78,86,29,89,97,40,53,100,34,46,99,4,46,61,19,12,40,29
Zak Joseph,Chesham United FC,516,Centre Attacking Midfielder,Left Centre Midfielder,England,33,76,62,77,0,40,61,41,30,10,4,34,10,20,78,53,28,17,100,63,87,99,46,46,34,65,89,12,93
Ángelo Balanta,AFC Hornchurch,2083,Centre Attacking Midfielder,Centre Forward,Colombia,35,97,90,62,64,85,70,24,24,53,17,29,35,11,54,49,10,21,100,42,74,99,8,31,28,75,93,62,76
