Name,Team,Minutes,Primary Position,Secondary Position,Nationality,Age,Height,All Goals,NP Goals,xG,xG/Shot,Shots,Goal Conversion%,Shooting%,Shot Touch%,Penalty Conversion%,PSxG,Assists,xG Assisted,Key Passes,OP Assists,OP xG Assisted,OP Key Passes,SP Assists,SP xG Assisted,SP Key Passes,Scoring Contribution,xG & xG Assisted,Shots & Key Passes,O/U Performance,Dribbles,Successful Dribbles,Failed Dribbles,Dribble%,Fouls Won,Penalty Wins,Dispossessed,Turnovers,Interceptions,PAdj Interceptions,Clearances,PAdj Clearances,Defensive Actions,Aggressive Actions,Blocks/Shot,Defensive Regains,Average DA X,Ball Recov. F2,Ball Recoveries,Tackles,Tack&Int,Tack/DP%,PAdj Tackles,PAdj Tack&Int,Fouls,Dribbles Stopped%,Dribbled Past,Aerial Win%,Aerial Wins,Errors,Pressures,PAdj Pressures,Pressure Regains,Counterpressures,Counterpress Regains,Average Pressure X,Pressures F2,Pressures F2%,Counterpressures F2,Counterpressures F2%,Yellow Cards,2nd Yellows,Red Cards,OP Passes,Passing%,Long Balls,L/R Footedness%,Long Ball%,Pr. Long Balls,UPr. Long Balls,Passes Pressured%,Pr. Pass%,Pr. Pass% Dif.,Average Pass X,Deep Progressions,xGBuildup,xGChain,Carries,Carry%,Carry Length,OP F3 Passes,PintoB,OP Passes Into Box,SP PintoB,Passes Inside Box,Touches In Box,PinTin,Throughballs,Successful Box Cross%,Successful Crosses,Crossing%,Deep Completions,Pass Forward%,Pass Sideways%,Pass Backward%,F3 Pass Forward%,F3 Pass Sideways%,F3 Pass Backward%,Pass Length,Pr. Pass Length,Pass Length Ratio,Pr. Pass Length%,Pr. Pass Length Dif.,Succ. Pass Length,Succ.Pr. Pass Length
Sean Tarima,Worksop Town FC,398,Right Back,Right Wing Back,England,21,,0,0,0,,0,,,0,,0,1,0.2,4,1,0.2,4,0,0,0,1,0.2,4,0.8,3,3,0,100,3,0,4,3,9,8.24,15,11.77,77,41,0,25,30.63,20,65,14,23,88,10.65,18.89,4,33,2,54,14,0,59,45.79,19,13,4,32.99,13,22,7,54,1,0,0,144,67,10,20,45,21,16,18,72,5,49.62,19,0.87,1.03,102,94,5.99,30,3,3,0,0,0,3,0,33,1,13,0,36,60,4,30,57,13,20.11,21.2,0.93,88,1.09,18.64,18.73
Seb Thompson,Leamington FC,958,Left Wing,Centre Forward,England,23,181,4,3,1.38,0.04,31,10,39,4,50,1.82,3,1.83,13,1,1.17,8,2,0.67,5,6,3.22,44,2.78,17,11,6,65,25,0,30,33,2,0.45,3,1.47,157,68,0,34,59.48,39,61,8,10,80,4.37,4.82,6,67,2,25,8,0,144,73.57,28,40,9,61.45,106,74,37,93,1,0,0,175,60,19,11,38,12,41,27,59,-1,60.47,34,2.04,3.77,213,86,9.03,45,17,6,11,2,20,26,0,35,6,43,4,18,67,15,18,67,16,23.54,21.32,0.89,92,-2.22,21.04,19.67
Seb Thompson,Kidderminster Harriers,566,Right Wing,Left Wing,England,23,181,1,1,0.99,0.08,12,8,33,3,,1.03,1,1.24,5,1,1.24,5,0,0,0,2,2.23,17,-0.23,10,5,5,50,15,0,17,16,1,1.27,2,1.49,94,32,0,23,65.52,23,31,5,6,71,5.43,6.7,13,33,2,30,7,0,76,87.5,20,24,8,67.15,59,78,23,96,1,0,0,157,66,9,17,53,6,13,32,71,5,64.99,16,2.4,3.98,157,92,5.74,58,6,6,0,2,23,29,0,50,3,23,4,16,63,21,14,59,28,19.1,15.93,0.94,101,-3.18,18,16.01
Shamir Fenelon,Horsham FC,1185,Centre Forward,Right Wing,Republic of Ireland,31,186,3,3,3.87,0.18,21,14,48,3,,4.05,2,1.19,9,2,1.19,9,0,0,0,5,5.05,30,-0.05,8,4,4,50,7,0,22,32,11,11.19,18,16.03,203,76,0,53,57.09,46,74,13,24,76,9.84,21.02,11,50,4,23,17,0,179,151.06,45,41,10,61.52,128,72,32,78,0,0,0,225,69,8,13,50,21,13,29,66,-4,62.8,20,4.58,8.02,189,86,5.28,84,6,6,0,6,54,60,0,0,4,40,13,16,65,19,11,70,19,17.23,14.78,0.95,102,-2.45,16.32,15.14
Shaq Coulthirst,Peterborough Sports FC,1179,Left Centre Forward,Right Centre Forward,England,31,180,5,5,4.08,0.13,32,16,44,6,,4.23,0,0.96,12,0,0.96,12,0,0,0,5,5.04,44,-0.04,7,5,2,71,13,0,33,33,4,5.15,7,7.67,200,70,0.01,38,59.23,50,70,12,16,67,15.7,20.86,23,14,6,28,39,0,165,163.72,29,52,14,62.01,114,69,47,90,0,0,0,252,65,10,18,53,10,16,32,56,-10,62.26,21,6.3,8.52,213,85,4.26,82,5,5,0,3,73,78,0,20,1,17,9,20,66,14,18,71,11,15.09,12,0.97,99,-3.09,14.6,11.92
Shaun Jeffers,Bedford Town,597,Centre Forward,Left Centre Forward,England,34,185,0,0,0.79,0.11,7,0,71,2,,0.27,0,0.16,2,0,0.16,2,0,0,0,0,0.95,9,-0.95,7,4,3,57,9,0,12,9,2,1.35,6,4.8,113,30,0,14,66.34,12,13,0,2,,0,1.35,14,,0,21,6,0,99,54.32,12,16,1,70.36,83,84,14,88,1,0,0,74,69,2,21,50,7,3,30,52,-17,64.18,2,1.3,1.65,74,81,4.2,28,2,2,0,0,15,17,0,50,1,50,1,16,61,23,11,64,25,14.6,12.75,0.99,82,-1.85,14.45,10.5
Shiloh Remy,Chelmsford City,747,Right Midfielder,Right Wing,England,25,170,2,2,2.15,0.14,15,13,33,3,,2.11,0,0.32,5,0,0.32,5,0,0,0,2,2.47,20,-0.47,16,9,7,56,15,0,19,18,1,1.26,8,6.9,158,56,0,51,54.09,24,59,6,7,55,4.85,6.11,10,0,5,0,0,0,142,126.12,42,42,15,56.62,92,65,35,83,1,0,0,222,69,13,70,46,13,23,18,69,0,62.85,29,2.51,4.19,226,92,7.53,84,6,6,0,3,26,32,0,33,3,21,4,21,55,24,20,51,29,18.98,16.05,0.96,111,-2.93,18.22,17.75
Shiloh Remy,Worthing FC,463,Left Wing,Left Midfielder,England,25,170,0,0,1.71,0.24,7,0,29,1,,0.26,0,0.54,4,0,0.54,4,0,0,0,0,2.25,11,-2.25,11,4,7,36,11,0,13,19,1,1.84,0,0,67,19,0,25,51.86,18,31,5,6,63,7.62,9.46,5,50,3,17,1,0,58,90.78,21,29,10,54.02,33,57,22,76,1,0,0,187,79,3,71,38,2,6,24,78,-2,59.72,15,5.59,6.52,183,92,6.96,78,7,6,1,1,18,24,0,14,1,11,3,14,58,28,10,51,38,18.39,19.99,0.96,93,1.61,17.72,18.65
Siju Odelusi,Dover Athletic,567,Right Defensive Midfielder,Right Centre Midfielder,England,27,173,0,0,0.43,0.06,7,0,14,1,,0.11,0,0.45,7,0,0.45,7,0,0,0,0,0.88,14,-0.88,6,3,3,50,6,0,6,12,5,2.47,12,9.31,115,48,0.01,31,40.55,34,73,11,16,85,8.99,11.46,6,60,2,40,12,0,98,79.9,24,33,7,44.26,43,44,22,67,1,0,0,166,69,7,27,29,15,21,19,66,-3,52.81,19,2.46,2.81,128,89,5.64,39,6,6,0,2,19,25,0,0,0,0,2,32,52,16,23,59,18,21.13,14.99,0.9,91,-6.15,19.1,13.67
Simone Troso,King's Lynn Town FC,1062,Left Wing Back,Right Wing Back,England,,,1,1,0.62,0.06,10,10,50,1,,1.09,1,1.15,12,1,0.97,10,0,0.19,2,2,1.78,22,0.22,12,6,6,50,9,0,21,16,16,15.97,20,27.04,281,132,0.01,100,38.98,43,106,27,43,64,34.04,50.02,11,36,15,55,17,0,244,270.88,76,56,19,41.73,85,35,34,61,3,0,0,397,78,21,66,57,20,37,15,74,-4,54.47,30,3.55,3.96,335,93,5.57,115,13,10,3,3,19,29,0,31,7,47,3,22,60,18,22,60,18,17.63,14.34,0.95,104,-3.29,16.76,14.84
Siyabonga Ligendza,Alfreton Town,2166,Right Wing,Centre Forward,South Africa,22,177,4,4,4.07,0.08,50,8,34,5,,6.17,0,0.98,10,0,0.98,10,0,0,0,4,5.05,60,-1.05,52,22,30,42,61,0,78,94,13,8.61,24,14.68,443,160,0.01,84,56.77,105,165,27,40,73,17.44,26.05,53,29,10,42,58,0,363,180.86,72,75,19,59.18,244,67,67,89,7,0,0,311,54,22,9,55,31,33,29,49,-5,60.85,41,6.52,7.98,388,73,8.19,85,19,18,1,1,88,106,1,32,6,30,8,27,53,20,21,62,16,18.12,16.08,1.05,95,-2.04,19.07,15.25
Solomon Wanjau Smith,Chippenham Town,1854,Right Back,Centre Forward,England,27,,1,1,3.04,0.12,26,4,46,3,,2.29,2,2.3,22,2,2.29,21,0,0.01,1,3,5.34,48,-2.34,34,19,15,56,52,2,44,50,10,8.82,27,24.57,316,113,0.02,109,46.96,58,130,15,25,47,12.23,21.05,19,29,17,31,29,0,283,263.18,91,84,27,51.49,154,54,70,83,1,0,0,447,62,21,15,29,36,63,21,58,-4,57.32,64,5.31,8.05,434,88,8.21,127,19,15,4,10,72,87,2,42,12,38,12,30,55,15,23,58,19,20.35,14.68,0.9,99,-5.67,18.37,14.5
Sonnie Davis,Chelmsford City,556,Right Wing Back,Right Back,England,21,,0,0,0.52,0.13,4,0,50,1,,0.59,0,0.63,5,0,0.4,2,0,0.23,3,0,1.15,9,-1.15,7,6,1,86,3,0,8,6,6,4.79,15,15.03,126,58,0,46,30.68,34,84,23,29,72,26.3,31.09,7,53,9,47,9,0,96,95.08,32,24,8,33.69,18,19,12,50,1,0,0,228,70,21,9,43,28,36,14,55,-15,54.77,40,2.52,2.62,186,95,4.78,51,8,2,6,0,4,6,0,38,3,25,0,31,54,15,39,31,29,22.22,26.23,0.89,93,4.01,19.73,24.38
Sonny Blu-Lo Everton,Torquay United,2212,Left Defensive Midfielder,Centre Attacking Midfielder,Scotland,23,171,3,3,2.21,0.06,38,8,39,2,,4.77,2,3.56,39,2,3.05,34,0,0.51,5,5,5.77,77,-0.77,18,11,7,61,20,0,29,24,10,11.14,44,59.44,283,117,0.03,130,41.48,144,268,35,45,73,46.6,57.74,13,35,13,33,14,1,236,287.43,89,70,26,48.41,109,46,40,57,4,0,0,991,78,71,6,50,63,123,16,78,0,56.43,91,8.66,11.27,823,96,4.78,313,39,28,11,8,74,102,5,10,5,19,13,19,66,15,19,69,12,19.69,17.88,0.91,92,-1.81,17.9,16.44
Sonny Finch,South Shields,468,Right Midfielder,Right Wing,England,20,,4,4,1.14,0.1,12,33,42,4,,2.32,1,1.37,3,1,1.37,3,0,0,0,5,2.51,15,2.49,11,6,5,55,5,0,8,17,0,0,5,8.15,64,25,0.02,21,49.23,10,31,10,10,100,16.02,16.02,6,100,0,50,10,0,48,76.35,17,14,6,53.22,26,54,11,79,1,0,0,134,65,5,11,45,7,9,22,44,-21,58.64,17,2.96,4.43,124,94,7.12,39,3,3,0,4,30,33,0,33,4,21,5,17,60,23,13,62,26,17.96,16.94,0.92,79,-1.02,16.57,13.46
Sonny Fish,Torquay United,365,Centre Forward,Right Centre Forward,England,22,187,0,0,0.32,0.05,7,0,43,4,,0.19,0,0.21,5,0,0.21,5,0,0,0,0,0.53,12,-0.53,7,3,4,43,1,0,18,16,0,0,2,2.35,72,23,0,26,57.84,7,16,8,8,80,12.69,12.69,8,0,2,13,2,0,56,66.33,22,15,8,60.57,40,71,14,93,0,0,0,81,80,1,10,100,2,1,28,70,-11,68.1,8,1.56,1.73,103,73,7.06,43,3,3,0,3,25,28,0,0,2,50,2,10,68,22,9,67,23,14.96,13.75,1.08,112,-1.21,16.15,15.34
Sonny Hilton,Southport,2432,Centre Attacking Midfielder,Right Centre Midfielder,England,25,166,4,4,2.38,0.06,40,10,30,2,,1.97,4,1.62,28,3,1.01,19,1,0.61,9,8,4,68,4,26,17,9,65,30,1,30,44,26,30.18,26,29.61,529,219,0.01,167,47.69,133,246,42,68,70,51.69,81.88,30,41,18,27,13,0,458,515.65,133,104,32,49.92,231,50,76,73,2,0,0,962,79,105,15,64,43,146,17,75,-4,55.48,140,9,10.59,869,95,5.7,296,36,18,18,2,55,73,2,19,11,32,10,18,66,16,25,68,7,21.31,17.5,0.97,108,-3.81,20.71,18.83
Sonny Sharples,Spennymoor Town,323,Left Defensive Midfielder,Left Centre Midfielder,England,21,,0,0,0.14,0.04,4,0,25,2,,0.06,0,0.16,1,0,0.16,1,0,0,0,0,0.3,5,-0.3,3,1,2,33,1,0,4,2,1,1.32,7,5.54,82,36,0.05,25,39.54,14,35,11,12,85,8.95,10.27,5,33,2,33,2,0,66,46.72,15,14,4,40.31,20,30,8,57,2,0,0,144,79,9,77,47,9,17,16,83,3,46.85,6,0.34,0.56,113,98,5.58,19,3,3,0,0,0,3,0,33,1,100,0,20,66,14,37,53,11,19.97,18.48,0.92,99,-1.5,18.34,18.33
Stanley Leech,Dagenham & Redbridge,602,Centre Forward,Left Centre Forward,,,,3,3,2.43,0.12,20,15,30,7,,1.95,1,0.52,7,1,0.52,7,0,0,0,4,2.95,27,1.05,1,1,0,100,1,0,8,13,1,1.09,6,6.89,76,17,0,14,67.64,20,28,0,1,0,0,1.09,9,0,1,42,45,0,68,69.94,13,16,7,71.11,62,91,15,94,1,0,1,119,49,0,14,0,7,4,45,42,-7,67.02,8,3.96,5.38,61,87,5.23,37,2,2,0,3,58,60,0,0,1,50,7,17,65,17,11,78,11,13.25,11.33,0.98,108,-1.93,13.03,12.27
Stephen Walker,Scarborough Athletic,2034,Centre Forward,Left Wing,England,25,181,13,10,6.19,0.14,44,23,41,5,75,9.61,0,1.28,10,0,1.28,10,0,0,0,10,7.47,54,2.53,37,30,7,81,18,1,41,61,4,2.95,10,11.74,346,138,0,79,66.36,82,121,13,17,72,12.1,15.06,9,17,5,26,33,0,324,270.64,65,91,20,67.73,274,85,81,89,0,0,0,416,63,18,28,53,19,25,30,62,-2,64.37,31,7.32,11.21,391,85,5.18,149,11,11,0,10,109,120,0,9,5,20,13,19,60,21,13,63,23,16.76,16.29,0.96,108,-0.47,16.05,17.55
Steve Brown,Chesham United FC,600,Right Centre Back,Centre Back,England,37,,0,0,0.54,0.18,3,0,33,0,,0.27,1,1.08,4,1,1.08,4,0,0,0,1,1.62,7,-0.62,2,2,0,100,8,0,0,1,6,6.9,31,32.19,70,20,0.13,46,26.78,16,83,9,15,69,9.63,16.53,9,67,4,51,26,0,52,58.31,26,12,5,29.96,8,15,4,33,1,0,0,226,74,20,7,50,39,32,16,47,-26,37,10,2.01,3.12,138,99,5.08,21,0,0,0,5,25,25,1,,0,,8,35,60,5,29,57,14,22.34,21.85,0.91,71,-0.49,20.36,15.57
T.Byron,Worthing FC,1686,Left Back,Left Centre Back,England,24,189,2,2,0.78,0.09,9,22,67,0,,1.55,4,1.73,15,4,1.73,15,0,0,0,6,2.51,24,3.49,46,35,11,76,22,0,54,28,27,38.75,54,76.06,235,98,0.02,124,34.88,76,265,37,64,80,51.58,90.33,19,70,9,49,39,1,179,251.78,77,67,30,38.9,62,35,31,46,3,0,0,795,72,50,80,40,76,102,17,57,-15,46.46,86,10.5,11.38,719,93,7.1,159,13,12,1,4,31,43,1,38,10,42,6,30,58,12,18,63,19,20.24,19.83,0.91,104,-0.41,18.36,20.53
Taelor O'Kane,Chorley,1179,Left Defensive Midfielder,Right Defensive Midfielder,England,20,,1,1,2.17,0.11,20,5,30,2,,2.29,1,0.88,6,1,0.71,4,0,0.17,2,2,3.05,26,-1.05,8,6,2,75,13,0,8,11,13,9.09,11,9.26,219,89,0,84,42.83,92,183,30,43,81,21.33,30.41,14,55,7,51,32,0,176,141.5,62,59,27,43.55,65,37,38,64,1,0,0,330,71,20,9,56,15,32,22,66,-5,52.59,45,4.42,6.15,209,95,5.32,84,11,9,2,0,33,42,1,9,1,17,2,31,59,10,38,57,5,18.61,15.65,0.95,96,-2.95,17.61,15.04
Tai McLean Fleming,King's Lynn Town FC,1328,Right Centre Back,Centre Back,Scotland,24,185,0,0,0.72,0.07,10,0,60,0,,1.48,1,0.73,8,1,0.48,4,0,0.24,4,1,1.44,18,-0.44,1,0,1,0,10,0,4,2,16,19.83,69,86.48,226,77,0.05,102,31.62,64,215,28,44,80,29.88,49.71,23,36,7,57,43,2,178,207.08,71,38,16,35.58,51,29,23,61,4,0,0,591,65,57,19,37,87,136,13,56,-9,48.51,80,5.44,6.3,371,99,5.01,123,13,5,8,0,15,20,1,54,7,25,2,43,51,6,44,48,8,24.85,21.39,0.85,87,-3.47,21.13,18.7
Tai Sodje,Buxton,1577,Centre Forward,Centre Attacking Midfielder,England,22,179,10,10,5.85,0.15,39,26,49,6,,8.59,2,1.94,15,2,1.94,15,0,0,0,12,7.8,54,4.2,9,3,6,33,38,0,30,39,4,4.83,13,17.04,323,128,0.01,67,63.24,43,66,10,14,67,9.5,14.33,31,44,5,42,42,0,282,306.99,62,72,16,65.88,219,78,61,85,9,0,0,250,63,13,25,57,16,20,32,56,-7,62.53,23,5.97,11.48,227,85,5.92,84,7,7,0,7,94,101,1,29,4,40,14,15,65,20,18,64,18,17.21,13.43,1,106,-3.78,17.22,14.2
Tarik Gidaree,Slough Town FC,1301,Right Back,Right Wing Back,England,23,176,1,1,0.97,0.09,11,9,18,1,,0.61,0,0.33,5,0,0.33,5,0,0,0,1,1.31,16,-0.31,18,13,5,72,17,0,17,20,15,11.39,28,25.53,176,59,0.03,74,35.99,45,139,18,33,82,14.62,26.01,12,56,4,40,18,4,146,115.37,50,46,15,41.09,57,39,32,70,2,0,0,367,71,20,11,31,37,55,15,61,-10,50.95,48,3.43,3.83,328,92,6.81,87,3,3,0,1,28,31,0,100,4,33,4,32,50,18,23,47,30,21.12,16.73,0.89,98,-4.39,18.73,16.34
Tate Campbell,Buxton,1881,Left Defensive Midfielder,Centre Defensive Midfielder,England,23,190,3,3,2.59,0.14,19,16,68,1,,4.8,4,1.92,13,4,1.88,12,0,0.04,1,7,4.51,32,2.49,11,8,3,73,32,0,21,24,14,12.92,28,34.9,292,141,0.02,104,41.01,96,215,44,58,88,47,59.91,26,71,6,52,25,0,223,259.87,79,84,29,44.44,78,35,44,52,3,0,0,882,83,79,12,72,52,86,20,78,-5,47.58,100,8.56,10.63,735,97,5.23,171,12,12,0,6,28,40,0,0,2,18,8,21,67,12,33,58,9,21.13,21.45,0.98,97,0.32,20.76,20.81
Tate Xavier-Jones,Merthyr Town FC,326,Left Centre Forward,Right Centre Forward,England,19,186,1,1,0.74,0.18,4,25,25,3,,0.92,1,1.01,3,1,1.01,3,0,0,0,2,1.75,7,0.25,4,1,3,25,3,0,11,9,1,1.16,6,7.09,65,18,0.04,10,54.5,11,16,3,4,60,3.09,4.26,4,0,2,33,3,0,58,70.01,8,14,2,59.44,39,67,10,71,0,0,0,69,74,3,16,38,7,7,21,73,-1,60.89,5,2.25,3.18,64,91,3.4,27,4,3,1,0,14,17,1,0,1,50,1,19,64,17,30,52,19,16.87,16.98,0.94,94,0.11,15.9,15.91
Taylor Anderson,Alfreton Town,482,Right Back,Right Wing,England,21,,0,0,0.05,0.03,2,0,0,1,,0,0,0.67,5,0,0.63,4,0,0.04,1,0,0.72,7,-0.72,4,4,0,100,3,0,2,1,4,1.77,10,7.1,73,25,0,13,36.1,23,48,4,8,100,3.11,4.88,4,,0,25,3,0,65,33.02,11,13,2,42.25,27,42,10,77,0,0,0,120,56,13,13,42,13,28,18,58,2,51.57,18,0.16,0.8,81,96,6.59,25,8,4,4,0,5,9,0,63,5,31,0,37,53,10,40,52,8,24.19,20.02,0.92,84,-4.16,22.3,16.73
Taylor Clark,Chelmsford City,1128,Left Defensive Midfielder,Right Defensive Midfielder,England,21,,1,1,0.86,0.05,16,6,19,2,,0.15,0,0.63,10,0,0.57,9,0,0.06,1,1,1.48,26,-0.48,17,10,7,59,11,0,28,20,12,10.86,31,28.51,242,108,0.02,74,40.84,90,159,28,40,76,30.24,41.1,16,25,9,37,25,0,198,189.8,54,53,17,43.2,74,37,37,70,3,0,0,374,73,31,14,57,41,44,18,62,-12,56.58,42,2.97,3.6,285,88,6.52,118,9,7,2,2,27,34,0,33,4,33,4,24,60,16,19,69,12,21.19,19.34,0.95,94,-1.85,20.12,18.13
Taylor Clark,Hampton & Richmond,609,Right Centre Midfielder,Right Defensive Midfielder,England,21,,0,0,0.21,0.03,8,0,13,1,,0.04,1,0.38,6,1,0.38,6,0,0,0,1,0.59,14,0.41,5,3,2,60,2,0,10,13,4,4.3,13,16.15,140,53,0.02,35,43.96,49,78,6,10,30,6.8,11.09,14,13,14,46,11,0,120,99.63,23,33,9,45.9,53,44,18,55,4,0,0,216,69,9,16,33,16,24,18,65,-4,53.65,24,1.51,1.89,163,94,6.57,56,5,5,0,2,8,13,0,0,1,33,1,22,66,12,25,68,7,20.01,18.95,0.86,93,-1.06,17.28,17.63
Taylor Foran,Maidstone United,1814,Right Centre Back,Centre Back,England,22,196,0,0,0.89,0.09,10,0,30,0,,0.24,0,0.42,3,0,0.38,2,0,0.04,1,0,1.3,13,-1.3,4,4,0,100,10,0,5,2,11,10.09,146,136.36,123,52,0.05,73,24.03,29,279,16,27,94,15.74,25.83,7,67,1,69,67,0,100,97.21,38,23,11,31.34,17,17,6,26,1,0,0,578,68,70,13,45,156,145,14,64,-4,35.79,45,6.69,7.34,342,99,4.58,49,4,2,2,3,28,30,0,25,1,50,4,40,56,3,51,45,4,27.49,20.43,0.89,94,-7.06,24.38,19.22
Taylor Foran,Salisbury,481,Right Back,Right Centre Back,England,22,196,0,0,0.1,0.05,2,0,50,0,,0.07,0,0,1,0,0,1,0,0,0,0,0.1,3,-0.1,3,1,2,33,3,0,5,2,8,11.86,18,27.66,59,23,0.02,32,31.12,10,45,9,17,82,12.21,24.07,4,60,2,60,9,0,46,68.02,21,14,5,39.25,14,30,9,64,1,1,0,185,73,15,9,38,22,35,13,83,10,42.24,15,1.27,1.37,145,98,4.3,24,5,2,3,0,4,6,0,20,1,25,0,26,66,8,29,58,13,24.18,20,0.9,100,-4.18,21.75,20
Tayt Trusty,Eastbourne Borough,3072,Left Centre Back,Right Defensive Midfielder,Cyprus,22,184,0,0,1.05,0.08,13,0,15,0,,0.25,0,0.62,10,0,0.62,10,0,0,0,0,1.67,23,-1.67,17,15,2,88,21,0,26,20,43,45.73,140,150.68,652,319,0.04,251,32.49,234,616,82,125,73,87.87,133.6,35,41,31,63,110,1,536,553.97,175,138,50,36.68,157,29,84,61,3,0,0,1293,69,107,14,45,172,207,18,60,-9,43.86,147,7.22,8.04,791,96,5.69,206,11,9,2,3,20,29,3,18,3,16,3,35,60,6,37,56,7,23.05,20.35,0.92,95,-2.69,21.16,19.25
Teddy Collis,Farnborough,360,Right Wing,Left Midfielder,England,21,,1,1,0.29,0.06,5,20,60,2,,0.83,2,0.82,7,2,0.76,6,0,0.06,1,3,1.1,12,1.9,11,6,5,55,9,0,5,19,1,1.31,1,0.34,64,25,0,13,60.09,19,28,13,14,87,11.17,12.48,4,67,2,33,6,0,49,37.9,7,16,2,59.48,33,67,14,88,0,0,0,94,57,3,71,33,1,9,29,55,-2,63.2,6,1.87,2.82,97,82,5.16,25,1,1,0,2,23,24,1,0,1,13,4,20,56,24,16,48,36,15.28,11.69,0.9,97,-3.59,13.81,11.3
Teddy Jenks,Worthing FC,1967,Left Centre Midfielder,Left Attacking Midfielder,England,24,191,7,7,6.36,0.11,56,13,39,3,,10.63,4,4.36,28,4,4.36,28,0,0,0,11,10.72,84,0.28,26,15,11,58,21,1,45,49,12,18.73,15,22.78,387,148,0.03,136,51.4,116,225,24,36,69,37.68,56.41,29,38,11,26,15,0,334,488.1,110,106,38,53.4,191,57,77,73,5,0,0,797,76,38,21,59,29,50,23,71,-6,57.27,120,12.28,17.96,670,92,5.88,283,20,19,1,11,106,125,4,5,4,27,25,23,64,13,20,67,13,17.9,16.56,0.98,93,-1.34,17.46,15.48
Teddy Lavelle,Southport,2985,Left Defensive Midfielder,Centre Defensive Midfielder,England,20,189,2,2,2.11,0.06,34,6,35,1,,2.09,3,1,16,3,1,16,0,0,0,5,3.11,50,1.89,16,12,4,75,40,0,23,17,33,38.37,69,77.53,537,238,0.03,199,36.43,142,356,56,89,73,67.93,106.29,38,50,21,53,62,0,444,519.26,141,117,29,39.77,138,31,63,54,5,0,0,1037,73,68,71,50,95,110,21,63,-10,49.31,108,8.75,10.52,763,98,5.14,203,8,7,1,1,26,33,3,13,1,20,4,26,64,10,20,71,8,20.57,19.1,0.94,99,-1.47,19.32,18.96
Teddy Tarbotton,Farnborough,1068,Right Defensive Midfielder,Right Centre Midfielder,England,18,,0,0,0.15,0.03,5,0,60,0,,0.07,0,0.3,7,0,0.3,7,0,0,0,0,0.46,12,-0.46,10,5,5,50,12,0,16,17,12,8.99,23,14.78,338,161,0.02,115,39.87,65,142,51,63,80,43.31,52.3,22,50,13,48,13,0,265,190.66,82,66,24,41.24,90,34,37,56,2,0,0,343,79,20,6,59,29,28,20,69,-9,48.9,34,2.06,2.27,293,91,6.57,65,4,4,0,1,7,11,0,25,1,33,2,18,64,18,18,68,14,19.91,17.43,0.96,95,-2.48,19.13,16.6
Temi Babalola,Worthing FC,681,Right Centre Forward,Left Centre Forward,England,25,194,3,3,3.24,0.18,18,17,28,4,,2.42,2,1.13,6,2,1.13,6,0,0,0,5,4.37,24,0.63,4,2,2,50,13,1,25,38,1,1.24,8,12.55,117,42,0.01,27,65.19,25,34,6,7,75,8.43,9.67,13,33,2,55,16,0,98,144.19,24,36,12,70.71,81,83,29,81,1,0,0,183,72,5,15,83,9,5,32,77,5,68.55,12,5.06,6.7,175,76,4.39,79,3,2,1,12,75,77,0,0,4,57,16,12,65,23,14,58,28,12.79,11.56,1.06,104,-1.23,13.57,12.03
Teo Kurtaran,Maidstone United,326,Right Defensive Midfielder,Centre Attacking Midfielder,England,24,180,1,1,0.19,0.06,3,33,33,1,,0.11,0,0.05,1,0,0.05,1,0,0,0,1,0.23,4,0.77,4,3,1,75,4,0,6,4,9,9.58,8,7.24,100,55,0.06,33,42.74,19,38,8,17,50,7.01,16.59,6,33,8,44,8,0,86,82.47,24,29,8,44.2,35,41,19,66,0,0,0,125,73,8,14,50,11,13,24,65,-8,49.96,14,0.72,0.74,96,96,5.19,28,3,2,1,0,3,5,1,0,0,0,0,29,58,13,21,68,11,20.66,16.26,0.94,87,-4.4,19.48,14.19
Thakgalo Leshabela,AFC Telford United,2764,Left Defensive Midfielder,Right Defensive Midfielder,South Africa,26,175,2,2,1.12,0.08,14,14,36,1,,1.11,4,2.5,31,4,2.5,31,0,0,0,6,3.62,45,2.38,24,15,9,63,31,0,38,36,25,25.51,20,18.11,600,316,0.02,195,45.76,129,263,49,74,72,55.45,80.97,51,41,19,25,14,0,501,485.7,153,155,56,47.9,221,44,91,59,7,0,0,1013,86,47,13,64,32,61,18,81,-5,53.52,168,17.94,19.42,908,96,7.66,306,16,16,0,5,22,38,2,0,1,13,6,20,67,13,24,69,8,18.32,17.4,0.97,99,-0.92,17.78,17.27
Theo Chapman,Scarborough Athletic,435,Left Wing,Left Midfielder,England,21,178,1,1,1.15,0.23,5,20,60,2,,1.14,0,0.32,2,0,0.32,2,0,0,0,1,1.47,7,-0.47,20,13,7,65,13,1,17,11,1,0.95,3,4.27,70,25,0,27,52.31,19,29,7,8,78,4.21,5.16,0,33,2,11,1,0,63,49.9,20,22,9,50.31,29,46,11,50,0,0,0,109,76,7,10,64,6,8,19,67,-9,61.12,15,1.9,1.9,136,85,8.02,43,8,8,0,1,9,17,0,25,3,33,3,11,68,21,14,65,21,16.7,16.77,1,96,0.07,16.69,16.08
