Name,Team,Minutes,Primary Position,Secondary Position,Nationality,Age,Height,All Goals,NP Goals,xG,xG/Shot,Shots,Goal Conversion%,Shooting%,Shot Touch%,Penalty Conversion%,PSxG,Assists,xG Assisted,Key Passes,OP Assists,OP xG Assisted,OP Key Passes,SP Assists,SP xG Assisted,SP Key Passes,Scoring Contribution,xG & xG Assisted,Shots & Key Passes,O/U Performance,Dribbles,Successful Dribbles,Failed Dribbles,Dribble%,Fouls Won,Penalty Wins,Dispossessed,Turnovers,Interceptions,PAdj Interceptions,Clearances,PAdj Clearances,Defensive Actions,Aggressive Actions,Blocks/Shot,Defensive Regains,Average DA X,Ball Recov. F2,Ball Recoveries,Tackles,Tack&Int,Tack/DP%,PAdj Tackles,PAdj Tack&Int,Fouls,Dribbles Stopped%,Dribbled Past,Aerial Win%,Aerial Wins,Errors,Pressures,PAdj Pressures,Pressure Regains,Counterpressures,Counterpress Regains,Average Pressure X,Pressures F2,Pressures F2%,Counterpressures F2,Counterpressures F2%,Yellow Cards,2nd Yellows,Red Cards,OP Passes,Passing%,Long Balls,L/R Footedness%,Long Ball%,Pr. Long Balls,UPr. Long Balls,Passes Pressured%,Pr. Pass%,Pr. Pass% Dif.,Average Pass X,Deep Progressions,xGBuildup,xGChain,Carries,Carry%,Carry Length,OP F3 Passes,PintoB,OP Passes Into Box,SP PintoB,Passes Inside Box,Touches In Box,PinTin,Throughballs,Successful Box Cross%,Successful Crosses,Crossing%,Deep Completions,Pass Forward%,Pass Sideways%,Pass Backward%,F3 Pass Forward%,F3 Pass Sideways%,F3 Pass Backward%,Pass Length,Pr. Pass Length,Pass Length Ratio,Pr. Pass Length%,Pr. Pass Length Dif.,Succ. Pass Length,Succ.Pr. Pass Length
Ollie Godziemski,Worthing FC,678,Left Centre Forward,Left Midfielder,England,20,191,0.13,0.13,0.2,0.11,1.86,7,36,3,,0.12,0.13,0.05,0.53,0.13,0.05,0.53,0,0,0,0.27,0.25,2.39,0.01,1.2,0.4,0.8,33,1.73,0.13,2.66,3.19,0.13,0.17,0.4,0.6,11.82,4.92,0.02,3.85,51.52,2.66,4.78,0.66,0.8,83,0.92,1.1,0.93,0,0.13,39,1.99,0,10.23,15.22,3.72,2.92,1.2,54.05,6.51,64,2.26,77,0,0,0,21.79,72,0.8,18,60,0.8,0.93,37,66,-6,65.22,2.13,0.83,0.91,24.71,83,9.15,9.3,0.4,0.4,0,0.66,6.11,6.51,0,33,0.66,38,1.2,11,64,25,6,64,30,15.82,13.77,1,112,-2.04,15.8,15.42
Ollie Morgan,Salisbury,2398,Right Back,Left Back,England,19,,0,0,0.04,0.05,0.71,0,47,1,,0.05,0.11,0.09,0.68,0.08,0.08,0.53,0.04,0.01,0.15,0.11,0.13,1.39,-0.01,1.35,0.79,0.56,58,0.19,0,0.83,0.86,1.09,1.04,3.34,3.5,16.51,6.9,0.04,5.89,37.07,4.09,12.31,1.5,2.59,63,1.53,2.57,0.49,49,0.9,39,0.98,0.08,14.52,15.7,4.58,4.24,1.43,41.27,5.18,36,2.63,62,0.04,0,0,34.26,68,2.21,20,32,4.39,5.78,10,58,-10,50.76,3.75,0.27,0.35,26.64,96,4.78,7.17,0.86,0.64,0.23,0.15,1.46,2.1,0.08,43,0.49,27,0.11,34,58,8,33,58,9,21.5,23.39,0.86,82,1.9,18.4,19.16
Ollie Tomlinson,Bath City,1807,Right Centre Back,Right Back,England,24,185,0,0,0.02,0.12,0.2,0,50,0,,0.01,0.05,0.05,0.15,0.05,0.05,0.15,0,0,0,0.05,0.07,0.35,-0.02,0.2,0.2,0,100,0.7,0,0.15,0.2,1.1,0.69,7.92,5.22,12.1,5.28,0.06,5.73,25.78,1.69,11.95,1.84,2.94,88,1.3,1.99,0.9,85,0.25,66,4.48,0,9.36,6.53,3.54,1.64,0.7,31.12,1.49,16,0.75,45,0.1,0,0,22.46,58,1.39,10,25,8.27,5.13,17,46,-11,38.85,1.64,0.21,0.21,10.81,99,5.38,1.74,0.15,0.15,0,0.1,1.2,1.34,0.05,0,0,0,0.15,49,46,5,66,34,0,24.86,18.63,0.83,84,-6.23,20.51,15.58
Oluwalopemiwa Aderoju,Eastbourne Borough,2221,Centre Forward,Left Centre Forward,England,22,,0.53,0.49,0.42,0.18,2.35,21,48,5,50,0.51,0,0.06,0.69,0,0.06,0.69,0,0,0,0.49,0.48,3.04,0,0.73,0.45,0.28,61,2.23,0.08,2.47,2.92,0.16,0.16,1.3,1.26,16.78,5.92,0.01,4.05,63.67,3.57,4.7,0.41,0.57,71,0.37,0.53,1.82,0,0.16,51,6.08,0,14.67,14.95,3.48,3.57,0.85,69.45,12.85,88,3.28,92,0.04,0,0,16.9,52,0.32,2,38,1.58,0.57,41,45,-7,62.28,1.58,0.38,0.62,11.91,77,4.69,4.78,0.16,0.16,0,0.2,5.39,5.55,0.04,0,0,0,0.36,30,59,11,28,57,15,15.41,13.4,1,97,-2.01,15.38,12.97
Oluwasegun Lawal,AFC Telford United,595,Left Wing,Centre Forward,Republic of Ireland,24,186,0.15,0.15,0.27,0.1,2.57,6,35,6,,0.21,0,0.07,0.61,0,0.07,0.61,0,0,0,0.15,0.34,3.18,-0.19,2.72,1.06,1.67,39,2.88,0,1.97,3.94,0.3,0.31,0.3,0.47,18.16,7.42,0,3.78,57.45,3.94,5.9,0.91,1.21,40,0.91,1.22,1.06,18,1.36,15,0.61,0,16.2,14.91,3.33,4.54,0.61,57.94,9.99,62,3.78,83,0.15,0,0,15.74,67,0.91,25,55,0.45,1.51,18,55,-12,65.85,2.27,0.22,0.44,20.13,86,7.79,6.51,0.45,0.45,0,0.3,4.84,5.3,0.15,67,0.45,38,1.06,25,49,26,16,49,35,17.76,17.02,1,105,-0.74,17.83,17.91
Oluwatimilehin Sobowale,Curzon Ashton FC,1898,Right Centre Back,Right Back,Republic of Ireland,24,185,0,0,0.01,0.07,0.19,0,0,0,,0,0,0.01,0.28,0,0.01,0.28,0,0,0,0,0.03,0.47,-0.03,0.19,0.19,0,100,0.95,0,0.05,0,0.81,0.6,4.03,3.3,13.04,6.12,0.06,5.64,25.46,2.13,12.38,1.52,2.32,74,1.26,1.86,0.9,44,0.52,51,1.9,0,10.67,8.19,3.79,1.66,0.43,30.16,1.85,17,0.57,34,0.19,0,0,31.35,70,3.04,11,40,4.93,6.78,12,56,-14,39.2,2.7,0.26,0.27,22.67,100,6,3.41,0.09,0.09,0,0.05,0.57,0.66,0.05,50,0.05,20,0.05,36,55,8,46,43,11,25.88,22.71,0.85,96,-3.18,22.07,21.7
Omar Rowe,Chesham United FC,304,Right Attacking Midfielder,Centre Forward,England,31,172,0,0,0.07,0.05,1.48,0,0,2,,0,0.3,0.34,0.89,0.3,0.34,0.89,0,0,0,0.3,0.41,2.37,-0.12,0.59,0.3,0.3,50,0.89,0,2.37,2.67,0.59,0.62,0.89,1.09,26.66,12.15,0,5.04,51.01,5.33,8.29,2.96,3.55,83,3.28,3.9,3.55,100,0.59,47,2.07,0,20.14,23.05,3.85,6.81,0.89,51.24,10.66,53,5.92,87,0.59,0,0,21.92,54,1.78,78,55,1.18,2.96,27,40,-14,55.46,1.78,0.25,0.5,17.48,80,5.01,4.74,1.18,1.18,0,0.3,3.26,4.44,0,0,0.3,33,0.3,32,57,11,38,38,25,18.63,13.61,0.97,102,-5.03,18.1,13.89
Omari Sterling-James,Hereford FC,1612,Left Wing,Left Midfielder,St. Kitts and Nevis,32,177,0.06,0.06,0.1,0.04,2.29,2,37,2,,0.21,0.17,0.26,2.23,0.06,0.15,1.01,0.11,0.12,1.23,0.22,0.36,4.52,-0.14,2.07,1.17,0.89,57,2.9,0,1.79,2.18,0.78,0.66,1.51,1.52,15.24,6.98,0.01,4.19,41.25,4.8,8.71,1.51,2.29,77,1.23,1.89,1.4,38,0.45,34,0.61,0.06,12.51,10.86,3.18,3.18,0.73,45,5.53,44,2.35,74,0.22,0,0,26.69,59,4.8,11,43,2.12,10.44,14,63,4,60.34,4.3,0.37,0.51,25.57,93,5.8,8.6,2.96,1.23,1.73,0.22,1.73,2.96,0.11,28,1.01,26,0.22,19,68,13,21,64,16,26.43,18.8,0.89,103,-7.63,23.53,19.29
Owen Cochrane,Maidenhead United,1601,Right Wing Back,Left Back,England,21,,0,0,0.03,0.08,0.34,0,67,0,,0.01,0.06,0.04,0.51,0.06,0.04,0.51,0,0,0,0.06,0.07,0.84,-0.01,0.79,0.39,0.39,50,0.73,0,0.9,1.24,0.51,0.49,2.53,2.76,12.76,6.63,0.03,4.27,35.17,3.71,10.96,2.19,2.7,72,2.38,2.86,0.45,59,0.84,42,0.79,0,10.12,10.92,2.87,2.36,0.67,38,2.98,29,1.29,55,0.11,0,0,39.02,63,4.84,12,39,4.05,10.79,12,56,-8,52.02,6.13,0.33,0.38,30.25,96,4.45,9.45,1.41,1.12,0.28,0,0.28,1.41,0,56,0.96,31,0.06,41,52,8,47,45,8,25.84,25.28,0.84,92,-0.56,21.78,23.29
Owen Evans,Kidderminster Harriers,1524,Left Back,Left Defensive Midfielder,England,25,,0.06,0.06,0.07,0.08,0.89,7,40,1,,0.12,0.06,0.12,1.42,0,0.05,0.83,0.06,0.07,0.59,0.12,0.19,2.3,-0.07,0.83,0.47,0.35,57,1.3,0,0.71,1.06,1.36,1.64,2.18,2.39,12.93,4.9,0.02,5.61,41.11,4.72,11.45,0.94,2.3,70,1.07,2.71,0.94,44,0.41,32,0.71,0,11.04,12.04,4.25,3.01,1.36,45.55,5.08,46,2.42,80,0.18,0,0,31.23,62,4.07,84,39,3.13,9.56,10,63,0,53.33,5.73,0.29,0.34,25.5,96,6.42,7.85,2.18,0.65,1.53,0.18,1.42,2.07,0,16,0.53,20,0.3,36,58,6,39,51,10,25.43,22.96,0.87,88,-2.48,22.06,20.26
Owen German,Alfreton Town,408,Centre Attacking Midfielder,Left Centre Midfielder,England,21,,0,0,0.12,0.09,1.32,0,50,1,,0.25,0,0.01,0.44,0,0.01,0.22,0,0,0.22,0,0.14,1.77,-0.14,0.22,0.22,0,100,1.1,0,0.22,1.32,0.22,0.06,1.32,1.04,26.03,12.58,0,6.84,45.12,4.41,7.72,1.54,1.77,64,1.21,1.27,1.77,20,0.88,35,1.32,0,22.73,11.28,6.18,3.09,1.1,46.45,8.38,37,1.99,64,0.22,0,0,17.65,75,1.99,23,64,1.77,2.65,25,71,-3,52.33,1.54,0.21,0.23,13.9,92,4.14,4.63,0.88,0.66,0.22,0,1.32,1.99,0,25,0.22,100,0,27,63,11,29,67,5,20.69,18.71,1.01,118,-1.99,20.87,22.13
Owen Jeys-Farmer,Leamington FC,1421,Centre Forward,Left Wing,England,21,,0.06,0.06,0.17,0.08,2.28,3,42,5,,0.16,0,0.09,0.82,0,0.07,0.57,0,0.03,0.25,0.06,0.26,3.1,-0.2,0.44,0.25,0.19,57,3.23,0,2.41,1.77,0.57,0.32,0.19,0.1,19.25,8.93,0,3.42,55.52,3.8,6.78,1.33,1.9,75,0.86,1.18,2.15,13,0.44,24,0.7,0,15.77,8.75,2.66,3.1,0.57,56.81,9.75,62,2.22,71,0.38,0,0,15.64,58,0.95,16,38,0.89,1.84,24,52,-7,59.93,1.65,0.28,0.44,16.47,85,6.98,4.69,1.01,0.76,0.25,0.19,3.67,4.43,0.06,19,0.25,24,0.44,20,56,24,22,53,26,19.83,19.14,0.91,89,-0.7,17.98,17.04
Owen Windsor,Bath City,927,Left Centre Forward,Right Centre Forward,England,24,178,0.49,0.49,0.34,0.22,1.55,31,50,3,,0.34,0,0.02,0.39,0,0.02,0.39,0,0,0,0.49,0.36,1.94,0.13,0.78,0.39,0.39,50,0.97,0,1.94,2.43,0.39,0.3,0.78,0.42,20.79,8.16,0.01,5.63,56.45,3.98,6.02,0.39,0.78,50,0.39,0.69,1.75,20,0.39,33,1.26,0,18.65,15.2,5.25,4.57,1.75,57.5,11.37,61,3.69,81,0.19,0,0,18.26,61,0.87,87,45,1.36,1.36,32,49,-12,64.95,0.97,0.3,0.48,17.87,83,5.49,6.61,0.68,0.68,0,0.1,3.79,4.47,0,43,0.29,25,0.49,16,60,24,6,65,29,17.85,17.1,0.95,97,-0.75,17.04,16.53
P.Ojemen,Slough Town FC,1095,Left Centre Back,Left Back,England,24,168,0.16,0.16,0.11,0.14,0.82,20,50,0,,0.17,0,0.01,0.08,0,0.01,0.08,0,0,0,0.16,0.12,0.9,0.05,0.41,0.16,0.25,40,0.82,0,0.49,0.58,2.22,1.55,4.44,3.65,14.64,6.58,0.03,5.92,27.83,2.88,14.14,2.06,4.28,76,1.48,3.02,1.15,33,0.66,50,3.12,0,11.43,9.17,3.78,2.55,0.99,30.26,2.38,21,1.15,45,0.41,0,0.08,28.37,63,2.55,75,42,5.26,5.18,16,54,-8,45.55,3.54,0.28,0.37,15.29,94,4.49,4.28,0.49,0.41,0.08,0,1.64,2.06,0,0,0,0,0,48,44,7,54,33,13,23.11,19.07,0.92,108,-4.04,21.33,20.51
Patrick Casey,Dorking Wanderers FC,572,Right Centre Forward,Centre Forward,Republic of Ireland,20,188,1.1,1.1,0.56,0.15,3.77,29,46,7,,0.96,0.16,0.06,0.63,0.16,0.06,0.63,0,0,0,1.26,0.62,4.4,0.64,0.94,0.79,0.16,83,0.94,0,2.04,3.14,0.16,0.22,0.63,0.84,27.67,9.75,0.02,7.86,62.59,4.4,5.98,0.31,0.47,33,0.41,0.63,1.57,0,0.63,38,1.73,0,25.79,29.29,7.39,6.76,2.52,64.44,19.97,77,5.82,86,0.16,0,0,18.87,69,0.63,30,57,0.79,0.94,28,53,-16,61.46,2.04,0.43,0.78,18.55,90,4.15,7.7,0.31,0.31,0,0.16,6.92,7.23,0,0,0,0,0.79,15,72,13,8,69,22,15.61,14.44,0.97,101,-1.17,15.2,14.55
Patrick Jones,Chester,2572,Right Wing,Right Midfielder,Wales,22,180,0.24,0.24,0.18,0.07,2.69,9,39,6,0,0.26,0,0.07,0.84,0,0.07,0.84,0,0,0,0.24,0.25,3.53,0,2.24,1.33,0.91,59,1.05,0,3.92,2.97,0.45,0.31,0.52,0.45,14.94,5.11,0.01,4.13,56.66,4.16,6.65,0.87,1.33,66,1,1.31,0.87,37,0.45,15,0.28,0,13.26,12.8,3.53,4.51,1.43,58.1,8.57,65,3.85,85,0.07,0,0,19.73,62,0.28,26,21,0.94,0.91,26,56,-6,67.85,2.59,0.4,0.59,24.56,83,9.27,7.38,0.77,0.7,0.07,0.45,4.97,5.67,0,50,0.59,24,1.08,16,63,21,14,58,28,16.41,16.09,0.9,95,-0.32,14.71,15.33
Patrick McLaughlin,Darlington,1490,Left Defensive Midfielder,Left Centre Midfielder,Northern Ireland,35,188,0,0,0.06,0.05,1.21,0,10,1,,0.01,0.06,0.09,0.72,0.06,0.09,0.72,0,0,0,0.06,0.15,1.93,-0.09,0.36,0.3,0.06,83,0.91,0,1.57,1.09,0.85,0.76,1.87,1.84,19.39,9.12,0.03,8.03,40.51,8.64,16.67,2.17,3.02,77,1.85,2.61,1.33,42,0.66,50,2.05,0,15.89,13.97,5.92,5.25,1.81,43.13,6.28,40,3.62,69,0.12,0,0,33.16,71,0.91,69,30,2.9,1.99,26,65,-7,54.25,4.11,0.47,0.53,22.83,94,5.89,8.7,0.91,0.91,0,0.06,1.09,1.99,0.24,7,0.12,20,0.3,30,59,11,19,74,7,18.16,17.66,0.91,92,-0.51,16.52,16.3
Paul Appiah,Chelmsford City,409,Right Back,Right Centre Back,England,23,191,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76,0.66,1.1,38,0.22,0,0.44,1.76,0.66,0.62,5.28,4.28,20.47,10.35,0.02,7.26,31.75,1.1,11.89,3.3,3.96,79,3.14,3.76,0.88,33,0.88,56,3.08,0,16.29,15.06,5.06,4.18,1.1,34.27,3.96,24,2.42,58,0.22,0,0,27.96,68,2.2,17,38,6.6,4.4,17,42,-26,41,2.86,0.08,0.08,20.25,91,5.41,2.42,0.44,0,0.44,0,0,0,0,0,0,,0,43,49,8,64,27,9,23.01,25.87,0.91,67,2.86,20.85,17.24
Paul Blackett,South Shields,2164,Centre Forward,Right Centre Forward,England,28,183,0.67,0.54,0.71,0.19,3.79,14,46,8,75,0.76,0.21,0.19,1.21,0.21,0.19,1.21,0,0,0,0.75,0.9,4.99,-0.15,0.92,0.62,0.29,68,1.08,0.12,1.04,2,0.12,0.18,0.33,0.55,16.22,6.2,0.01,4.78,66.1,2.62,3.91,0.5,0.62,63,0.72,0.9,1.12,33,0.29,30,0.42,0,14.6,22.27,4.24,5.24,1.58,67.28,12.4,85,4.49,86,0.25,0,0,18.72,71,0.67,7,46,0.54,1.25,19,69,-2,59.75,2,0.48,1.14,19.05,91,5.62,5.82,0.67,0.67,0,0.67,8.19,8.86,0.17,13,0.29,33,0.87,14,65,21,13,69,19,17.77,15.91,0.97,99,-1.86,17.17,15.78
Paul Dawson,Macclesfield Town,2131,Right Centre Back,Left Defensive Midfielder,England,27,,0.21,0.21,0.11,0.07,1.6,13,37,1,,0.1,0.25,0.09,0.8,0.25,0.09,0.76,0,0,0.04,0.46,0.2,2.41,0.27,0.84,0.55,0.3,65,2.32,0,1.27,1.39,0.68,0.93,3.29,4.38,11.15,5.19,0.06,4.6,34.52,4.65,15.12,1.6,2.28,68,2.03,2.96,1.14,29,0.76,65,3.59,0,8.4,10.91,2.36,2.41,0.55,41.17,2.79,33,1.18,49,0.38,0.04,0,40.88,69,6.33,12,51,5.24,10.51,20,58,-11,44.88,6.17,0.52,0.6,31.42,95,5.76,8.02,1.01,0.93,0.08,0.3,2.66,3.59,0.21,8,0.21,45,0.34,36,57,7,38,55,7,28.42,24.49,0.9,91,-3.93,25.44,22.32
Paul Field,Hampton & Richmond,1555,Right Wing Back,Right Back,England,25,187,0.06,0.06,0.06,0.19,0.29,20,40,0,,0.05,0.06,0.04,0.41,0.06,0.04,0.41,0,0,0,0.12,0.09,0.69,0.02,0.41,0.29,0.12,71,0.69,0.06,0.81,0.64,0.75,0.55,1.74,1.58,14.12,6.02,0.02,5.15,35.25,2.95,7.76,1.85,2.6,82,1.45,2,0.58,46,0.41,33,0.69,0,11.69,8.56,3.76,2.37,0.98,37.63,3.53,30,1.5,63,0.06,0,0,23.27,65,2.14,12,39,2.49,4.8,13,66,2,52.92,2.32,0.21,0.25,19.39,96,4.96,4.69,0.87,0.58,0.29,0.12,0.93,1.5,0.06,40,0.41,21,0.23,32,58,10,19,69,12,22.37,21.58,0.84,102,-0.79,18.88,22.09
Paul Kalambayi,Dagenham & Redbridge,453,Left Centre Back,Right Centre Back,England,26,189,0,0,0.02,0.05,0.4,0,100,1,,0.04,0,0.02,0.2,0,0.02,0.2,0,0,0,0,0.04,0.6,-0.04,0.4,0.4,0,100,0.6,0,0.99,1.39,0.79,0.49,5.76,3.63,11.31,5.56,0.05,6.35,29.47,2.38,10.92,0.79,1.59,80,0.56,1.05,0.99,0,0.2,63,3.97,0,9.53,5.82,3.37,1.39,0,34.76,1.99,21,0.6,43,0,0,0,25.01,65,1.39,45,35,6.55,3.18,17,60,-5,42.63,3.37,0.21,0.21,18.06,87,5.35,3.97,0.2,0.2,0,0.2,1.99,2.18,0.2,100,0.2,33,0.2,45,51,4,35,65,0,22.63,21.01,0.87,85,-1.63,19.79,17.93
Paul Kalambayi,Kidderminster Harriers,1807,Left Centre Back,Centre Back,England,26,189,0,0,0.05,0.11,0.45,0,33,0,,0.02,0,0.02,0.1,0,0.02,0.1,0,0,0,0,0.07,0.55,-0.07,0.25,0.15,0.1,60,0.45,0,0.2,0.4,1,0.95,6.62,7.36,8.57,4.28,0.06,6.18,28.15,1.79,15.44,0.75,1.74,68,0.89,1.84,0.7,33,0.35,65,4.13,0,7.27,8.75,3.78,1.84,0.9,36.69,1.39,19,0.75,41,0.2,0,0,31.62,72,2.54,28,50,7.42,4.28,20,63,-9,36.75,1.64,0.3,0.38,17.38,98,5.72,2.19,0.1,0.1,0,0.15,1.79,1.89,0,0,0,0,0.25,34,62,4,39,55,7,23.21,18.91,0.96,108,-4.29,22.3,20.46
Paul McCallum,Dorking Wanderers FC,358,Left Centre Forward,,England,32,191,0.25,0.25,0.57,0.13,4.53,6,28,4,,0.44,0.25,0.15,1.51,0.25,0.14,1.26,0,0.01,0.25,0.5,0.72,6.04,-0.21,0.25,0,0.25,0,1.76,0,0.25,1.26,0,0,2.01,2.47,8.3,4.28,0.02,3.02,49.78,3.27,4.53,1.01,1.01,57,1.03,1.03,0.25,0,0.75,56,11.32,0,7.04,8.21,2.01,2.26,0.75,59.66,4.53,64,1.76,78,0,0,0,25.4,48,1.76,9,22,2.77,7.29,42,56,7,61.48,2.01,0.4,0.95,11.82,91,3.16,6.79,1.26,0.25,1.01,2.26,12.83,13.08,0,60,1.26,17,2.26,18,74,9,15,70,15,20.3,13.7,0.73,84,-6.6,14.8,11.46
Paul Murphy-Worrell,Southport,866,Right Back,Left Back,England,20,179,0,0,0.01,0.03,0.31,0,33,0,,0.01,0,0.05,0.52,0,0.05,0.52,0,0,0,0,0.06,0.83,-0.06,2.08,1.14,0.94,55,1.04,0,1.87,2.18,1.46,2.09,3.22,3.61,15.59,6.76,0.05,4.99,31.01,3.12,9.15,1.77,3.22,52,2.35,4.44,1.25,24,1.66,53,1.66,0,12.68,16.46,2.91,2.39,0.62,32.11,2.49,20,0.94,39,0.42,0.1,0,40.84,71,1.46,14,22,4.16,5.82,13,55,-16,48.52,3.74,0.15,0.17,37.1,93,6.29,8,0.62,0.62,0,0.1,0.62,1.25,0,33,0.31,27,0.21,32,52,15,27,49,23,20.53,20.86,0.81,91,0.33,16.61,18.91
Phil Croker,Chester,692,Right Centre Back,Left Centre Back,England,19,,0.13,0.13,0.06,0.08,0.78,17,17,0,,0.01,0.13,0.02,0.39,0.13,0.02,0.39,0,0,0,0.26,0.08,1.17,0.18,0.65,0.13,0.52,20,0.13,0,0.78,0.78,0.65,0.79,6.64,8.12,9.37,4.42,0.06,3.64,27.07,1.82,13.27,0.65,1.3,71,1.01,1.79,1.04,50,0.26,63,5.07,0.13,7.68,9.33,2.47,2.34,1.04,35.48,1.43,19,0.91,39,0.13,0,0,39.04,83,3.64,12,62,7.29,5.2,12,62,-20,34.45,1.43,0.19,0.23,28.89,97,4.94,1.95,0.13,0.13,0,0.13,2.08,2.21,0,100,0.13,50,0.13,28,69,3,20,80,0,23.66,19.72,0.95,93,-3.94,22.38,18.41
R.Blake,Bedford Town,727,Right Wing,Right Midfielder,England,34,,0.12,0.12,0.11,0.1,1.11,11,67,2,,0.19,0.25,0.09,0.62,0.25,0.09,0.62,0,0,0,0.37,0.2,1.73,0.17,1.11,0.5,0.62,44,1.36,0.12,1.61,2.72,0.99,0.81,1.11,0.98,17.34,6.56,0,3.71,46.01,2.97,6.19,1.24,2.23,63,0.82,1.64,1.11,0,0.74,63,3.34,0,14.98,8.39,2.97,3.34,0.99,50.27,7.68,51,2.72,81,0.12,0,0,20.31,54,0.5,10,22,1.61,1.73,24,51,-2,59.94,2.23,0.23,0.37,15.97,82,6.16,5.45,0.87,0.87,0,0.12,2.48,3.34,0,14,0.25,20,0.12,32,51,16,14,57,30,18.78,17,0.89,84,-1.78,16.71,14.33
R.Hilton,AFC Telford United,1046,Right Wing,Right Midfielder,England,25,170,0.09,0.09,0.23,0.09,2.58,3,40,5,,0.23,0,0.11,1.03,0,0.11,1.03,0,0,0,0.09,0.34,3.61,-0.25,2.24,1.72,0.52,77,0.95,0,2.5,3.18,0.69,0.79,0.86,0.8,13.42,5.08,0,4.39,50.59,5.33,8.6,0.86,1.55,71,0.93,1.72,0.52,0,0.34,22,0.6,0,12.05,11.3,3.7,2.5,0.86,50.44,6.02,50,1.55,62,0.09,0,0,24.09,75,0.52,75,32,1.46,1.03,24,77,2,59.72,2.84,0.47,0.63,28.82,86,8.03,8.78,0.95,0.86,0.09,0.43,4.56,5.42,0.09,27,0.34,25,0.77,19,60,21,19,58,24,16.13,16.92,0.94,92,0.78,15.13,15.53
R.Smith,Radcliffe,2285,Centre Back,Right Centre Back,England,32,,0.12,0.12,0.07,0.11,0.63,19,31,0,,0.1,0,0.02,0.28,0,0.02,0.28,0,0,0,0.12,0.09,0.91,0.03,0.32,0.28,0.04,88,1.06,0,0.24,0.24,1.22,1.34,6.89,6.25,7.17,2.88,0.1,4.65,24.32,1.97,13,0.87,2.09,73,0.92,2.26,0.91,11,0.32,60,3.27,0,5.51,5.44,2.21,1.06,0.51,33.01,1.1,20,0.47,44,0.16,0,0,31.35,69,4.02,10,43,8.39,7.92,16,55,-14,36.27,2.48,0.21,0.29,20.17,99,5.29,2.88,0.04,0,0.04,0.28,1.69,1.69,0,0,0.04,100,0.35,38,57,5,51,45,4,29.07,25.74,0.86,83,-3.34,24.89,21.33
Rakish Bingham,Farnborough,2161,Centre Forward,Right Wing,England,32,180,0.42,0.37,0.18,0.12,1.5,25,44,3,100,0.3,0.12,0.09,0.79,0.12,0.09,0.79,0,0,0,0.5,0.27,2.29,0.23,1.33,0.79,0.54,59,0.46,0,1.33,2.12,0.42,0.35,0.71,0.58,11.87,4.58,0.02,3.04,60.55,3.21,5.87,0.17,0.58,50,0.1,0.45,0.33,33,0.17,27,1.33,0,11.45,9.43,2.67,3.41,0.92,64.66,8.87,77,2.87,84,0,0,0,19.57,69,0.5,26,38,0.75,1.29,28,67,-2,60.76,1.54,0.28,0.43,16.95,88,4.23,6.37,0.5,0.5,0,0.33,4.16,4.66,0.08,8,0.25,33,0.62,17,64,19,18,67,16,15.98,12.58,0.93,101,-3.39,14.8,12.67
Ralph Vigrass,AFC Totton,1086,Right Wing,Right Midfielder,England,20,,0.25,0.25,0.11,0.08,1.41,18,53,3,,0.14,0,0.08,0.75,0,0.08,0.75,0,0,0,0.25,0.18,2.16,0.07,2.32,1.41,0.91,61,0.58,0,2.74,2.82,0.5,0.67,0.83,1.14,19.23,7.21,0.01,5.97,51.9,3.56,6.47,1.57,2.07,66,1.65,2.33,0.75,44,0.83,54,2.07,0,16.91,19.16,4.64,4.64,1.49,53.08,9.28,55,3.73,80,0,0,0,24.12,63,0.66,14,23,1.41,2.32,30,64,2,64.5,1.82,0.27,0.41,22.63,88,6.75,8.54,0.83,0.75,0.08,0.17,3.23,3.98,0,40,0.66,36,0.41,25,57,18,15,65,20,17.95,16.23,0.89,94,-1.73,15.91,15.33
Rashawn Scott,Dagenham & Redbridge,625,Left Wing,Left Wing Back,England,23,183,0,0,0.09,0.04,2.02,0,21,3,,0.03,0.29,0.32,1.87,0.29,0.31,1.73,0,0.01,0.14,0.29,0.41,3.89,-0.12,2.02,1.15,0.86,57,1.44,0.14,2.16,4.03,0.86,0.9,0.29,0.23,25.79,12.54,0,4.9,52.45,5.62,8.36,1.73,2.59,63,1.72,2.62,1.15,50,1.01,9,0.14,0,22.91,20.58,4.32,4.61,1.3,53.53,12.68,55,4.18,91,0.14,0,0,23.63,65,1.01,36,33,1.3,2.02,24,61,-4,65.42,4.47,0.54,0.75,27.66,84,9.66,8.5,1.73,1.58,0.14,0.43,2.74,4.32,0,50,1.3,26,0.72,15,67,18,15,63,22,19.14,18.71,0.92,78,-0.44,17.55,14.68
